name,price,image,speed,ram_type,modules,capacity,first_word_latency,cas_latency,price_gb,color,rating
Crucial CT2K8G48C40U5 16 GB,305.35,https://cdna.pcpartpicker.com/static/forever/images/product/da4cecff7e3ebe77a577561a19a2d1c7.256p.jpg,DDR5-4800,DDR5,2 x 8GB,16GB,16.667 ns,40,£19.084,Black,4
G.Skill TridentZ RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2637920ac8df794b51ce1e43673ad055.256p.jpg,DDR4-4600,DDR4,2 x 32GB,64GB,8.696 ns,20,,Black,0
Silicon Power SP032GBLFU266B22 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/599c8ba25ef6bfce0417da92b0624d3d.256p.jpg,DDR4-2666,DDR4,2 x 16GB,32GB,14.254 ns,19,,,0
ADATA XPG GAMMIX D10 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/17191a38ea6e30d8a133c6d53b2539ce.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,12.003 ns,16,,Red / White,0
Silicon Power SP032GBSVU480F22 32 GB,249,https://cdna.pcpartpicker.com/static/forever/images/product/f6b3f38e1049d6ebc021b4b8460ffcda.256p.jpg,DDR5-4800,DDR5,2 x 16GB,32GB,16.667 ns,40,£7.781,Black,0
PNY MN32GK2D43200-TB 32 GB,184.81,https://cdna.pcpartpicker.com/static/forever/images/product/69d3a9cb4746bb6a7a13789fbc3ba63d.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,13.75 ns,22,£5.775,Black,0
OLOy WarHawk RGB 16 GB,108.84,https://cdna.pcpartpicker.com/static/forever/images/product/889d433d8ec3acc085293019d5e23971.256p.jpg,DDR4-3000,DDR4,2 x 8GB,16GB,10.667 ns,16,£6.803,Red / White,0
G.Skill Trident Z5 64 GB,969.16,https://cdna.pcpartpicker.com/static/forever/images/product/49a63258a951b69681c19882cd051718.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,£15.143,Black,0
G.Skill Trident Z5 32 GB,1333.1,https://cdna.pcpartpicker.com/static/forever/images/product/fd10c0150e06784b0d44880e66003b89.256p.jpg,DDR5-7600,DDR5,2 x 16GB,32GB,9.474 ns,36,£41.659,Black,0
Timetec 75TT24NU2R8-8G 16 GB,169.99,,DDR4-2400,DDR4,1 x 16GB,16GB,14.167 ns,17,£10.624,Black,0
Silicon Power SP032GBLVU480F02 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/a581f42811fee617c0547a2f68aefb46.256p.jpg,DDR5-4800,DDR5,1 x 32GB,32GB,16.667 ns,40,,,0
Crucial CT2K64G56C46U5 128 GB,1299,https://cdna.pcpartpicker.com/static/forever/images/product/d471a497f5e52e4bcfd57bc7b8c9622d.256p.jpg,DDR5-5600,DDR5,2 x 64GB,128GB,16.429 ns,46,£10.148,Black,0
Corsair Vengeance LPX 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/f247984cf9438219f39c4ca90345f9ff.256p.jpg,DDR4-3200,DDR4,4 x 32GB,128GB,10 ns,16,,Black / Yellow,4.5
Crucial CT2K32G56C46S5 64 GB,659.99,https://cdna.pcpartpicker.com/static/forever/images/product/8ec13159a46145901a6231af6c9f32e7.256p.jpg,DDR5-5600,DDR5,2 x 32GB,64GB,16.429 ns,46,£10.312,Black,0
Crucial CT2K16G4DFRA32A 32 GB,292.94,https://cdna.pcpartpicker.com/static/forever/images/product/e43ab44e23024b9af453503ae360f780.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,13.75 ns,22,£9.154,Green / Black,5
Acer Predator Hermes RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/fce73c9bd706de740f9a7a5472897349.256p.jpg,DDR5-6400,DDR5,2 x 32GB,64GB,10 ns,32,,Black,0
Silicon Power SP008GBLFU266B02 8 GB,49.97,,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,£6.246,,0
GOODRAM IRDM PRO 16 GB,136,https://cdna.pcpartpicker.com/static/forever/images/product/ae4b84decc1cd5eeb463fb675addaddd.256p.jpg,DDR4-3600,DDR4,1 x 16GB,16GB,10 ns,18,£8.500,Black,0
Crucial CT16G4WFD8213 16 GB,179.89,https://cdna.pcpartpicker.com/static/forever/images/product/19e3da31167361656b62a12dde65b2e1.256p.jpg,DDR4-2133,DDR4,1 x 16GB,16GB,14.065 ns,15,£11.243,Green,5
TEAMGROUP T-Force Delta RGB 48 GB,688.03,https://cdna.pcpartpicker.com/static/forever/images/product/d2e3f9b94f541ad51a19011026245df2.256p.jpg,DDR5-6400,DDR5,2 x 24GB,48GB,10 ns,32,£14.334,Black,0
Kingston HyperX Predator 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7c437b2875285fc39c79ce8f6b631359.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black / Silver,4.5
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b880042150d9c941a0528e7c244af4e6.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Gold / Black,4.5
ADATA XPG Lancer Blade RGB 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/76f0325f23e8757c29c27490a31c007e.256p.jpg,DDR5-6400,DDR5,2 x 24GB,48GB,10 ns,32,,Black,0
TEAMGROUP Xtreem 48 GB,624.99,https://cdna.pcpartpicker.com/static/forever/images/product/2ebf1ce77d04423b0a99f8d400a6933a.256p.jpg,DDR5-7600,DDR5,2 x 24GB,48GB,9.474 ns,36,£13.021,Black,0
Patriot Viper Elite II 64 GB,399.99,https://cdna.pcpartpicker.com/static/forever/images/product/2d2e900270a7ee108195438e806927eb.256p.jpg,DDR4-3600,DDR4,2 x 32GB,64GB,11.111 ns,20,£6.250,Red / Black,4
Silicon Power SP008GBLFU266X02 8 GB,73.43,,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,£9.179,,0
G.Skill F4-3200C16Q2-128GTZ 128 GB,719.44,https://cdna.pcpartpicker.com/static/forever/images/product/da61b287041e717846d759164872670f.256p.jpg,DDR4-3200,DDR4,8 x 16GB,128GB,10 ns,16,£5.621,Gray / Red,0
G.Skill Trident Z5 Royal 48 GB,1119.75,https://cdna.pcpartpicker.com/static/forever/images/product/2e8053403b5f82737dabe64d9e3a64a8.256p.jpg,DDR5-8400,DDR5,2 x 24GB,48GB,9.524 ns,40,£23.328,Silver,0
Crucial CT8G4DFS8266 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/a6e59e45a1d663e7daa43f2eb72c9b2b.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,,Green / Black,4
G.Skill Trident Z Royal 64 GB,791.28,https://cdna.pcpartpicker.com/static/forever/images/product/2cddd0da9c973606284bb5b6cf73a06a.256p.jpg,DDR4-3200,DDR4,4 x 16GB,64GB,10 ns,16,£12.364,Silver,5
Apacer Panther RGB 32 GB,,,DDR5-6000,DDR5,2 x 16GB,32GB,13.333 ns,40,,Silver / Black,0
Klevv CRAS X RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8364cbb62bdd4db03b5ca7514f8307b4.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Black,5
ADATA XPG SPECTRIX D50 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/682ac98a1ecc6739b4392e842936b80d.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,,Black,0
GOODRAM IRDM RGB 32 GB,,,DDR5-6000,DDR5,2 x 16GB,32GB,10 ns,30,,Black,0
G.Skill Trident Z5 Royal 96 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2e8053403b5f82737dabe64d9e3a64a8.256p.jpg,DDR5-6400,DDR5,2 x 48GB,96GB,10 ns,32,,Silver,5
G.Skill Aegis 4 GB,55.78,https://cdna.pcpartpicker.com/static/forever/images/product/7c4262b74cc6ced48f6a09cdccd95ed3.256p.jpg,DDR4-2400,DDR4,1 x 4GB,4GB,12.5 ns,15,£13.945,Black / Red,0
G.Skill Trident Z 16 GB,1123.19,https://cdna.pcpartpicker.com/static/forever/images/product/c034962668150633df9396a255e08c25.256p.jpg,DDR4-4400,DDR4,2 x 8GB,16GB,8.636 ns,19,£70.199,Black,0
Patriot Signature Line 4 GB,80.75,https://cdna.pcpartpicker.com/static/forever/images/product/fa80d569f04548854f56839f849f78b7.256p.jpg,DDR4-2400,DDR4,1 x 4GB,4GB,13.333 ns,16,£20.188,Black / Green,0
Gigabyte AORUS 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ba8dd5e17566e4b1c7b61ba149a33fc4.256p.jpg,DDR5-5200,DDR5,2 x 16GB,32GB,15.385 ns,40,,Black,5
Corsair Dominator Platinum RGB 16 GB,966.77,https://cdna.pcpartpicker.com/static/forever/images/product/50fa410eb5e67e85bf6a879394e485b0.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,8.889 ns,16,£60.423,Black,4
G.Skill Trident Z RGB 96 GB,1421.65,https://cdna.pcpartpicker.com/static/forever/images/product/7b32cc48e06b1303b16b1552828785ed.256p.jpg,DDR5-6400,DDR5,2 x 48GB,96GB,10 ns,32,£14.809,Black,0
Crucial Ballistix Sport 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/1f2b818f8981654db8ff0dcbaf51da53.256p.jpg,DDR4-2400,DDR4,4 x 8GB,32GB,13.333 ns,16,,Gray / Silver,4
Crucial CT2K16G4RFD4213 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/6f51bdcbc9050a88096e566f1d8b7916.256p.jpg,DDR4-2133,DDR4,2 x 16GB,32GB,14.065 ns,15,,Green,5
Corsair Vengeance RGB Pro 256 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/658a467201ec882c525a9919cf22d52e.256p.jpg,DDR4-3200,DDR4,8 x 32GB,256GB,10 ns,16,,Black,0
Silicon Power SP032GBSFU320X22 32 GB,,,DDR4-3200,DDR4,2 x 16GB,32GB,13.75 ns,22,,,0
Mushkin Redline 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,8.889 ns,16,,Black,0
Corsair Dominator Titanium 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3e24cab069e13130686d99aa7be37842.256p.jpg,DDR5-7200,DDR5,2 x 24GB,48GB,10 ns,36,,White,5
Crucial CT2K4G4DFS824A 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b91e35427d48d5e8791e1252283e04e7.256p.jpg,DDR4-2400,DDR4,2 x 4GB,8GB,14.167 ns,17,,Green,4
OLOy Blade RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3a4d59af0d9346fb0817aa88de6a4236.256p.jpg,DDR5-5600,DDR5,2 x 8GB,16GB,14.286 ns,40,,Black,0
TEAMGROUP T-Force Vulcan 128 GB,,,DDR5-6400,DDR5,2 x 64GB,128GB,10.625 ns,34,,Black,0
ADATA XPG GAMMIX D10 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4548c227c100677b5470561217e94d94.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Black / Silver,5
Klevv Urbane V RGB 32 GB,399.95,https://cdna.pcpartpicker.com/static/forever/images/product/1f43772d5425e69392ef102c10a11d47.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,10 ns,30,£12.498,White,0
Gigabyte AORUS RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/98fee767bebdcad8aed6a73f4ef3c06f.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Black,4
Lexar Ares RGB 16 GB,155.99,,DDR4-3866,DDR4,2 x 8GB,16GB,9.312 ns,18,£9.749,White,0
GOODRAM IRDM PRO 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/378a4440a02d03a3d4f19723bfb95b81.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,,Black,0
Apacer AU 8 GB,67,https://cdna.pcpartpicker.com/static/forever/images/product/78b5baaa8717c6b22cfdc91d9d739884.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,13.75 ns,22,£8.375,Black,0
Neo Forza FAYE 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/133db6700c438961af81d8b0e1ffd3b0.256p.jpg,DDR4-3000,DDR4,2 x 8GB,16GB,10 ns,15,,Silver / Black,0
Samsung M393A4K40BB1-CRC 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/db3d836a5ca51be4ea90d793d989a18c.256p.jpg,DDR4-2400,DDR4,1 x 32GB,32GB,14.167 ns,17,,Green,0
Crucial CT16G52C42U5 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/6037d10d8211a3c3953ac727d34c82aa.256p.jpg,DDR5-5200,DDR5,1 x 16GB,16GB,16.154 ns,42,,Black,0
Kingston Fury Renegade RGB 24 GB,399.99,https://cdna.pcpartpicker.com/static/forever/images/product/dbe2233c8a983ab254120cd111a6c6a1.256p.jpg,DDR5-7200,DDR5,1 x 24GB,24GB,10.556 ns,38,£16.666,Silver / Black,0
Crucial CT2K32G4LFQ4213 64 GB,,,DDR4-2133,DDR4,2 x 32GB,64GB,14.065 ns,15,,Black / Green,0
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,1344.96,https://cdna.pcpartpicker.com/static/forever/images/product/06f0a76d97ea0f38997811a240535b39.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,£84.060,Black,0
Timetec PINNACLE Konduit RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/66135bafa0f93b9e58ce68ed41c27cc9.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,White,0
PNY XLR8 Gaming MAKO 32 GB,488.47,https://cdna.pcpartpicker.com/static/forever/images/product/b24af46346614c4b9007565420322161.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,13.333 ns,40,£15.265,Black,0
Apacer Panther-Golden 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b399cb024b882b7efde9204872727090.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,12.003 ns,16,,Black / Gold,5
Patriot Venom RGB 64 GB,829.99,,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,£12.969,Black,5
ADATA Premier 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bbb6e3d9787cc6bd8ff1c5df6efbab1e.256p.jpg,DDR4-2400,DDR4,1 x 8GB,8GB,14.167 ns,17,,Green,3
TEAMGROUP T-Create Classic 64 GB,796.6,https://cdna.pcpartpicker.com/static/forever/images/product/b3d17b2350df02bb788ba0190c89f135.256p.jpg,DDR5-5600,DDR5,2 x 32GB,64GB,16.429 ns,46,£12.447,Black,0
G.Skill Trident Z5 Royal Neo 96 GB,1772.49,https://cdna.pcpartpicker.com/static/forever/images/product/08fdda27e2b8456ead2f9294cfbaa604.256p.jpg,DDR5-6000,DDR5,2 x 48GB,96GB,10 ns,30,£18.463,Silver,0
Patriot Viper Steel RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/3ebd2eefb7102b1828c3fc1600acaef8.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,11.25 ns,18,,Black,4
Corsair Dominator Platinum 16 GB,846.95,https://cdna.pcpartpicker.com/static/forever/images/product/972581fc59bb2644a4c06c77d12d128b.256p.jpg,DDR4-3333,DDR4,2 x 8GB,16GB,9.601 ns,16,£52.934,Silver / Black,0
Crucial CT4K16G4DFD8266 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/62fa9cde664b42fd944e9cab97fad6ea.256p.jpg,DDR4-2666,DDR4,4 x 16GB,64GB,14.254 ns,19,,Green,0
Corsair CORSAIR Vengeance LED 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMU16GX4M2C3000C16R 16 GB,,,DDR4-3000,DDR4,2 x 8GB,16GB,10.667 ns,16,,Black,4
GeIL ORION V RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/cb0e42bd7dfee6c4f9f86875a5b5ce4e.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,12.667 ns,38,,Black,4
Kingston FURY Impact 16 GB,270,https://cdna.pcpartpicker.com/static/forever/images/product/214f811c47f5c4287ddbd7c412a290e8.256p.jpg,DDR5-6400,DDR5,1 x 16GB,16GB,11.875 ns,38,£16.875,Black,0
Biwin Black Opal DW100 RGB 64 GB,,,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,,Black,0
Corsair Vengeance RGB RS 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2e543e0538f5bfd404a9e57f483fe60f.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,10 ns,16,,Black / Gray,5
TEAMGROUP T-Force Delta RGB 2 GB,,,DDR5-5600,DDR5,1 x 2GB,2GB,12.857 ns,36,,Black,0
Micron MTA18ADF2G72AZ-3G2E1 16 GB,,,DDR4-3200,DDR4,1 x 16GB,16GB,13.75 ns,22,,Black / Green,0
Acer Predator Hermes RGB 48 GB,,,DDR5-6000,DDR5,2 x 24GB,48GB,9.333 ns,28,,,0
V-Color TRA564G60D434Q 256 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4d189897643fec806fa0ebb64027298a.256p.jpg,DDR5-6000,DDR5,4 x 64GB,256GB,11.333 ns,34,,White,0
Patriot Viper 4 Blackout 16 GB,227.48,https://cdna.pcpartpicker.com/static/forever/images/product/384cec4cdc966d397eef228c3ae18825.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,£14.217,Black,0
Patriot Viper Xtreme 5 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/06fef49ccc46b4eb72f2c9fb1f6d50d7.256p.jpg,DDR5-8200,DDR5,2 x 24GB,48GB,9.268 ns,38,,Black,0
Kingston ValueRAM 32 GB,219,https://cdna.pcpartpicker.com/static/forever/images/product/d54161ca713c1b65bb5033158bc849d8.256p.jpg,DDR4-3200,DDR4,1 x 32GB,32GB,13.75 ns,22,£6.844,,4
Patriot Viper Elite II 4 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4b1355e9e710ceeae79cc8e42dcaa17b.256p.jpg,DDR4-2666,DDR4,1 x 4GB,4GB,12.003 ns,16,,Red / Black,5
ADATA XPG LANCER RGB ROG CERTIFIED 32 GB,,,DDR5-6600,DDR5,2 x 16GB,32GB,9.697 ns,32,,Black,0
OLOy MD4U082616BJDA 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg,DDR4-2666,DDR4,2 x 8GB,16GB,12.003 ns,16,,Black,4
Kingston Fury Renegade RGB 48 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/d743b8e92fe3ed561e13f52d6dbcfd60.256p.jpg,DDR5-6400,DDR5,2 x 24GB,48GB,10 ns,32,,Silver / Black,0
Silicon Power XPOWER Turbine 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/f2020f0ad57099925013fce70d25a781.256p.jpg,DDR4-3000,DDR4,1 x 8GB,8GB,10.667 ns,16,,Blue / Black,0
GeIL Dragon RAM 32 GB,,,DDR4-3000,DDR4,2 x 16GB,32GB,10 ns,15,,White / Gold,0
TEAMGROUP T-Force Vulcan 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/71eccae973087bde1c431adebbb600dd.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,12.667 ns,38,,Black,0
Corsair ValueSelect 8 GB,93.99,https://cdna.pcpartpicker.com/static/forever/images/product/113c4e199932392c423d0381c73fa8dc.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,13.503 ns,18,£11.749,Black / Yellow,4.5
Thermaltake TOUGHRAM RGB 16 GB,1006.23,https://cdna.pcpartpicker.com/static/forever/images/product/06c910e051e2374f96e4cca3f968e3f2.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,£62.889,Black / Silver,3.5
Kingston KTH-PL426/16G 16 GB,82.21,https://cdna.pcpartpicker.com/static/forever/images/product/815edb77bd605546d5b8fc10e94b11f8.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,£5.138,Green / Black,0
Silicon Power XPOWER Turbine RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4006eff86a0df7cca9e6ee1018321621.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Silver / Black,4.5
Corsair Vengeance RGB RS 8 GB,86.99,https://cdna.pcpartpicker.com/static/forever/images/product/6d1372c3a2603273614686d1a1730723.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,£10.874,Black / Gray,0
Silicon Power SP032GBSVU560F02 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/465684e5ebfbff8a5eae9f5e3211988e.256p.jpg,DDR5-5600,DDR5,1 x 32GB,32GB,16.429 ns,46,,Black,0
TEAMGROUP T-Force Xtreem ARGB 16 GB,168.99,https://cdna.pcpartpicker.com/static/forever/images/product/b33db74fb62ccc44e197db34293a9ea3.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,£10.562,White,4.5
G.Skill Ripjaws M5 RGB 96 GB,1330.67,https://cdna.pcpartpicker.com/static/forever/images/product/6bd803e7ebf46780aca0f582c68c6aa0.256p.jpg,DDR5-5600,DDR5,2 x 48GB,96GB,14.286 ns,40,£13.861,White,0
Silicon Power SP008GBSFU320B02 8 GB,55.97,https://cdna.pcpartpicker.com/static/forever/images/product/40dc496df5734e2cfc37fcad85095d4f.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,13.75 ns,22,£6.996,,0
Crucial CT16G48C40S5 16 GB,179.31,https://cdna.pcpartpicker.com/static/forever/images/product/fb534d88ec2eeb760b900021c438fb2f.256p.jpg,DDR5-4800,DDR5,1 x 16GB,16GB,16.667 ns,40,£11.207,Black,0
Silicon Power SP032GBLVU560F22 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/b6621898b3787c13606abb0faa696333.256p.jpg,DDR5-5600,DDR5,2 x 16GB,32GB,16.429 ns,46,,Black,0
V-Color Prism Pro 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/4bf12ed97c0ba1640616ae06d98bd771.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,,Black,0
Crucial CT32G56C46S5 32 GB,333.9,https://cdna.pcpartpicker.com/static/forever/images/product/bf52463478e6699bc3c9f8732fc67bed.256p.jpg,DDR5-5600,DDR5,1 x 32GB,32GB,16.429 ns,46,£10.434,Black,0
Silicon Power SP008GBSVU480G02 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/6218b9174c17118e5ab0f911c4e508d6.256p.jpg,DDR5-4800,DDR5,1 x 8GB,8GB,16.667 ns,40,,,0
G.Skill Trident Z 32 GB,599.99,https://cdna.pcpartpicker.com/static/forever/images/product/57eaa1138609c7ec369278252fb3cc7c.256p.jpg,DDR5-6400,DDR5,2 x 16GB,32GB,10 ns,32,£18.750,White / Black,0
GeIL EVO POTENZA 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/f39e48588669555b492ca701cfd6ad23.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black,4
Corsair Vengeance RGB RT 256 GB,,,DDR4-3600,DDR4,8 x 32GB,256GB,10 ns,18,,Black,0
Patriot Viper Venom RGB 64 GB,719.99,https://cdna.pcpartpicker.com/static/forever/images/product/211668a9b8e653d97771d2d76a232d3d.256p.jpg,DDR5-5600,DDR5,2 x 32GB,64GB,14.286 ns,40,£11.250,Black / White,0
Crucial Classic 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/da4cecff7e3ebe77a577561a19a2d1c7.256p.jpg,DDR5-5600,DDR5,2 x 32GB,64GB,16.429 ns,46,,Black,0
Timetec 75TT21NU 8 GB,100.88,,DDR4-2133,DDR4,2 x 4GB,8GB,14.065 ns,15,£12.610,Black,0
G.Skill Trident Z5 Neo 48 GB,845.43,https://cdna.pcpartpicker.com/static/forever/images/product/5dbabda496e67a4e953587a75703e50d.256p.jpg,DDR5-8000,DDR5,2 x 24GB,48GB,10 ns,40,£17.613,Black,5
Klevv BOLT X 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/c5ba5580e005297e1b99b38fda92fcd0.256p.jpg,DDR4-3600,DDR4,1 x 8GB,8GB,10 ns,18,,Black,0
Patriot Viper Steel RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/59d55c485410a5abc865aae2d9af8b34.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,11.111 ns,20,,Black,0
OLOy OWL RGB 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/0bad1f93672d65f9d3e8267306ef4d49.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,White,0
PNY XLR8 Gaming 32 GB,425.56,https://cdna.pcpartpicker.com/static/forever/images/product/f6fea6464195fc74a8f49a1c9a696a67.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,12 ns,36,£13.299,Black / Red,5
Crucial CT2K16G4DFD8213 32 GB,364.31,,DDR4-2133,DDR4,2 x 16GB,32GB,14.065 ns,15,£11.385,Black / Green,4
G.Skill Ripjaws M5 RGB 64 GB,2390.24,https://cdna.pcpartpicker.com/static/forever/images/product/168e78aa7a722816f7d4a46a1d9efa14.256p.jpg,DDR5-6400,DDR5,2 x 32GB,64GB,10 ns,32,£37.347,Black,0
EVGA SuperSC 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/0aed12048c625bb65705e43f4a7fbc36.256p.jpg,DDR4-2400,DDR4,2 x 8GB,16GB,12.5 ns,15,,Black,5
ADATA XPG SPECTRIX D41 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/1380f5245a12e60fa3c0a3d6ec02f3ef.256p.jpg,DDR4-3000,DDR4,1 x 8GB,8GB,10.667 ns,16,,Black / White,0
Kingston HyperX Fury RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/686cd5fcd34d5cdd9ca71aa75a3a2466.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Black,4.5
Kingston FURY Renegade 64 GB,899.99,https://cdna.pcpartpicker.com/static/forever/images/product/7724a2d362fe16f04c891381107483e7.256p.jpg,DDR5-6400,DDR5,2 x 32GB,64GB,10 ns,32,£14.062,Silver / Black,0
Crucial CT2K16G4SFRA32A 32 GB,234.28,https://cdna.pcpartpicker.com/static/forever/images/product/e9243d2a2a935f33d03d658db2599b29.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,13.75 ns,22,£7.321,Green,5
Crucial CT8G4DFS832A 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/975ee86287ec4a9c0c49f7f0bea84379.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,13.75 ns,22,,Green / Black,5
TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/121dbe3beb2723504e38c9c02c4dad25.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black / Gold,4.5
G.Skill Trident Z RGB 128 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ee2f17c440aba9ff83d0daa259958e25.256p.jpg,DDR4-4000,DDR4,4 x 32GB,128GB,9 ns,18,,Black,5
