name,price,type,color,psu,side_panel,external_volume,internal_35_bays
ENDORFY Ventum 200 Air,64,ATX Mid Tower,Black,,Tempered Glass,35.4,1
HAVN HS420 VGPU,299.99,ATX Mid Tower,White,,Tempered Glass,76.8,5
NZXT H5 Flow (2022),0.00,ATX Mid Tower,White,,Tempered Glass,47,1
Jonsbo N2,136.99,Mini ITX Desktop,Black,,,11.1,5
CyberPowerPC MASTERBOX NR640,0.00,ATX Mid Tower,Black,,Tempered Glass,47.3,4
KOLINK KLA-003,0.00,ATX Mid Tower,Black,,,26.2,0
Antec AX61 ELITE,79.03,ATX Mid Tower,Black,,Tempered Glass,36.4,2
Thermaltake TR100,149.99,Mini ITX Desktop,Green / Black,,Mesh,20.6,0
Fractal Design Core 1000 USB 3.0,49.99,MicroATX Mid Tower,Black,,,25.8,2
HYTE Y60,179.99,ATX Mid Tower,White / Black,,Tempered Glass,60,2
Phanteks XT M3,0.00,MicroATX Mid Tower,Black,,Tempered Glass,40,1
MSI MAG FORGE M100A,108.62,MicroATX Mid Tower,Black,,Tempered Glass,32.8,2
HYTE Y70,219.99,ATX Mid Tower,Purple,,Tempered Glass,70.7,2
DIYPC ARGB-N1,71.99,MicroATX Mid Tower,White,,Tempered Glass,44.7,2
Phanteks XT M3,67.98,MicroATX Mid Tower,White,,Tempered Glass,40,1
Fractal Design Focus 2 RGB,89.99,ATX Mid Tower,Black,,Tempered Glass,45.8,2
SAMA 3509,64.99,ATX Mid Tower,Black,,Tempered Glass,41.4,2
DIYPC DIY-CUBE01,0.00,MicroATX Mini Tower,Black,,Tempered Glass,40,0
Asus Prime AP201,84.99,MicroATX Mini Tower,White,,Tempered Glass,33,3
be quiet! Light Base 900 DX,204.9,ATX Full Tower,Black,,Tempered Glass,84.2,1
DIYPC ARGB Q10,72.99,ATX Mid Tower,Black,,Tempered Glass,50.4,1
Asus TUF Gaming GT501,164.99,ATX Mid Tower,Black / Gray,,Tempered Glass,75.5,4
Asus TUF Gaming GT302 ARGB,166.03,ATX Mid Tower,Black,,Tempered Glass,59.3,2
NZXT H5 Elite,195,ATX Mid Tower,Black,,Tempered Glass,47,1
Fractal Design Pop XL Air,119.99,ATX Full Tower,White,,Tempered Glass,62.4,3
Silverstone ALTA D1,838.88,ATX Full Tower,Black,,Mesh,78.8,4
Corsair 6500D Airflow,199.99,ATX Mid Tower,Black,,Tempered Glass,78.3,2
Fractal Design Meshify 3 XL Ambience Pro RGB,274.99,ATX Full Tower,Black,,Tinted Tempered Glass,72.6,2
Fractal Design Core 1100,49.99,MicroATX Mini Tower,Black,,,25.7,2
Fractal Design Pop Air,99.99,ATX Mid Tower,White,,Tempered Glass,46.2,2
Cooler Master Elite 301 Lite,55.99,MicroATX Mini Tower,White,,Tempered Glass,34.1,1
Corsair iCUE 4000D RGB AIRFLOW,149.99,ATX Mid Tower,Black,,Tempered Glass,48.6,2
KOLINK Observatory HF Mesh ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,35,4
NCASE M1,0.00,Mini ITX Tower,Black,,,13.9,2
Deepcool CH260,0.00,MicroATX Desktop,White,,Tempered Glass,30.8,1
NZXT H7 Flow RGB (2024),149.99,ATX Mid Tower,White,,Tempered Glass,62.1,2
DIYPC ARGB-R1,0.00,ATX Mid Tower,White,,Tempered Glass,,0
Corsair iCUE LINK 6500X RGB,269.99,ATX Mid Tower,Black,,Tempered Glass,78.3,2
SAMA IM01,0.00,MicroATX Mini Tower,Black,,,21.9,5
Fractal Design Torrent,204.99,ATX Mid Tower,Black,,,69.8,2
ADATA XPG VALOR MESH,0.00,ATX Mid Tower,Black,,Tempered Glass,35.8,2
MSI MPG GUNGNIR 300R AIRFLOW,129.99,ATX Mid Tower,Black,,Tempered Glass,60.5,2
Fractal Design Torrent RGB,236.99,ATX Mid Tower,Black,,Tinted Tempered Glass,69.8,2
Corsair iCUE 5000X RGB,204.99,ATX Mid Tower,Black,,Tempered Glass,66.2,2
Asus ProArt PA602 Wood Edition,279.99,ATX Mid Tower,Black / Brown,,Tempered Glass,81.4,4
Silverstone FLP01,0.00,HTPC,White,,,27.1,1
Fractal Design Define 7 Compact,124.99,ATX Mid Tower,Black,,,42.5,2
Zalman S4,49.98,ATX Mid Tower,Black,,Tinted Acrylic,,2
Fractal Design Meshify 3 XL,184.99,ATX Full Tower,Black,,,72.6,2
Lian Li Lancool II Mesh,295,ATX Mid Tower,Black,,Tempered Glass,54.1,3
NZXT H510 Elite,0.00,ATX Mid Tower,White / Black,,Tempered Glass,41.3,2
Cooler Master NCORE 100 AIR,139.99,Mini ITX Tower,Black,,Mesh,16.4,0
Fractal Design Meshify 2 Compact TG Light Tint,147.98,ATX Mid Tower,Black,,Tempered Glass,42.3,2
Fractal Design Mood,164.99,Mini ITX Tower,Gray,,Mesh,20.4,1
Raidmax INFINITA i802 AIR,59.99,ATX Mid Tower,Black,,Tempered Glass,38,2
be quiet! Pure Base 600,99.9,ATX Mid Tower,Black,,,50.9,3
Deepcool CG580,0.00,ATX Mid Tower,Black,,Tempered Glass,51.5,2
GAMDIAS ATLAS M1,84.99,ATX Mid Tower,Black,,Tempered Glass,41,1
Lian Li O11D EVO RGB Automobili Lamborghini,299.99,ATX Mid Tower,Black / Gold,,Tempered Glass,65.3,4
ENDORFY Ventum 200 ARGB,72,ATX Mid Tower,Black,,Tempered Glass,35.4,1
Corsair 2500X Walnut,159.99,MicroATX Mini Tower,Black / Brown,,Tempered Glass,54.8,2
GameMax F46,66.99,ATX Mid Tower,Black,,Tempered Glass,40.6,2
MUSETEX NN8,79.98,ATX Mid Tower,Black,,Tempered Glass,39.5,2
be quiet! Dark Base Pro 901,0.00,ATX Full Tower,Black,,Tempered Glass,94.5,2
Zalman CUBIX,37.99,MicroATX Mini Tower,White,,,,1
be quiet! Pure Base 500 FX,124.93,ATX Mid Tower,Black,,Tempered Glass,48.3,2
Corsair FRAME 4000D,104.99,ATX Mid Tower,White,,Tempered Glass,56.7,2
MSI MAG FORGE 100M,0.00,ATX Mid Tower,Black,,Tempered Glass,44.1,2
Jonsbo Jonsplus Z20,104.98,MicroATX Desktop,White,,Tempered Glass,25.3,1
Jonsbo Jonsplus Z20,104,MicroATX Desktop,Orange / Black,,Tempered Glass,25.3,1
Deepcool MATREXX 50 ADD-RGB 4F,0.00,ATX Mid Tower,Black,,Tempered Glass,44.5,2
Jonsbo D32 PRO,80.99,MicroATX Desktop,White,,Tempered Glass,25.7,2
Thermaltake AX700,399.99,ATX Full Tower,Black,,Mesh,141.4,18
Vetroo AL800,59.99,ATX Mid Tower,Pink,,Tempered Glass,46.4,2
Thermaltake View 380 ARGB,114.99,ATX Mid Tower,White,,Tinted Tempered Glass,51.6,1
Deepcool MATREXX 40,0.00,MicroATX Mini Tower,Black,,Tempered Glass,,2
iBuypower Trace 7 Mesh Pro ARGB,114.99,ATX Mid Tower,Black,,Tempered Glass,51.8,2
BitFenix TRITON,69.9,ATX Mid Tower,Black,,Tempered Glass,45.1,2
Fractal Design Pop Silent,84.99,ATX Mid Tower,Black,,,46.2,2
Antec CX200M RGB ELITE,0.00,MicroATX Mini Tower,Black,,Tempered Glass,28.8,2
Asus TUF Gaming GT301,92.99,ATX Mid Tower,Black,,Tempered Glass,43.9,2
HYTE REVOLT 3,129.99,Mini ITX Tower,Black,,Mesh,18.4,1
Cooler Master MasterBox TD500 Mesh V2,109.99,ATX Mid Tower,White,,Tempered Glass,52.4,2
Fractal Design Meshify C,99.99,ATX Mid Tower,Black,,,40.6,2
Zalman i4,59.99,ATX Mid Tower,Black,,Mesh,43.1,2
Jonsbo TK-0,0.00,Mini ITX Desktop,White,,Tempered Glass,16.4,1
HAVN HS420,229.99,ATX Mid Tower,White,,Tempered Glass,76.8,5
Deepcool CG530,0.00,ATX Mid Tower,Black,,Tinted Acrylic,50,2
Thermaltake The Tower 300,112.99,MicroATX Mini Tower,White,,Tempered Glass,53,3
Montech X5,75,ATX Mid Tower,White,,Tempered Glass,51.6,2
Jonsbo C6 Handle,64,MicroATX Mini Tower,Black,,Mesh,15.9,1
Montech Heritage PRO,109.9,MicroATX Mid Tower,Black,,Tempered Glass,41.5,1
Phanteks NV5 MKII,135.98,ATX Mid Tower,White,,Tempered Glass,60.2,3
Thermaltake View 270 Plus TG ARGB,86.99,ATX Mid Tower,Green,,Tempered Glass,47.6,2
Phanteks Eclipse P300A Mesh,0.00,ATX Mid Tower,Black,,Tempered Glass,36.4,2
Montech SKY TWO GX,117.1,ATX Mid Tower,Black,,Tempered Glass,49.5,2
Thermaltake The Tower 250,149.95,Mini ITX Tower,Black,,Tempered Glass,42.7,1
SAMA ARGB-Q5,0.00,MicroATX Mini Tower,Black,,Tempered Glass,31.5,2
Zalman i3 NEO,0.00,ATX Mid Tower,Black / Silver,,Tempered Glass,44.7,2
NZXT H9 Flow RGB (2025),209.99,ATX Mid Tower,Black,,Tinted Tempered Glass,76.7,2
Corsair 5000D AIRFLOW,174.99,ATX Mid Tower,White / Gray,,Tempered Glass,66.2,2
Deepcool CH270 DIGITAL,0.00,MicroATX Mini Tower,Black,,Tempered Glass,32.4,1
Montech KING 65 PRO,0.00,ATX Mid Tower,White,,Tempered Glass,63,2
Deepcool CH170 DIGITAL,0.00,Mini ITX Tower,Black,,Mesh,19,1
Lian Li LANCOOL III,0.00,ATX Mid Tower,Black,,Tempered Glass,65.5,4
Thermaltake The Tower 600,189.99,ATX Mid Tower,White,,Tempered Glass,66.2,1
NZXT H5 Elite,69.99,ATX Mid Tower,White,,Tempered Glass,47,1
be quiet! Light Base 600 DX,140.62,ATX Mid Tower,Black,,Tempered Glass,59.7,1
Jonsbo T6,0.00,Mini ITX Tower,Black / Brown,,,13.7,0
KOLINK Unity Lateral Performance,0.00,ATX Mid Tower,Black,,Tempered Glass,53.4,2
Corsair 4000D Airflow,0.00,ATX Mid Tower,Black,750,Tempered Glass,48.6,2
Corsair 3000D AIRFLOW,99.99,ATX Mid Tower,White,,Tempered Glass,49.5,2
Jonsbo Jonsplus Z20,104,MicroATX Desktop,Pink / White,,Tempered Glass,25.3,1
Cooler Master MasterBox 600,294.6,ATX Mid Tower,Black,,Tempered Glass,52.4,2
Phanteks XT View,98.99,ATX Mid Tower,White,,Tempered Glass,50.6,2
Fractal Design Meshify 2,159.99,ATX Mid Tower,Black,,Tinted Tempered Glass,61.7,6
Lian Li LANCOOL 205M MESH,89.99,MicroATX Mini Tower,White,,Tempered Glass,33.8,2
Antec Performance 1 FT,122.99,ATX Full Tower,Black,,Tempered Glass,62.7,2
darkFlash DB330M,69.98,MicroATX Mini Tower,White,,Tempered Glass,29,1
Rosewill Helium NAS,79.98,ATX Mid Tower,Black,,Mesh,,10
Asus ProArt PA401 Wood Edition,139.99,ATX Mid Tower,Black,,Tempered Glass,46.6,2
Zalman T6,52.08,ATX Mid Tower,Black,,,32.4,2
MSI MEG MAESTRO 700L PZ,409.99,ATX Mid Tower,Black,,Tempered Glass,66.8,0
Cougar MX330-X,55.99,ATX Mid Tower,Black,,,39.4,2
DIYPC ARGB-G5,56.9,ATX Mid Tower,White,,Tempered Glass,,1
Rosewill FBM-X3,89.99,MicroATX Mid Tower,Black,650,Tempered Glass,37,2
Cooler Master HAF 500,99.99,ATX Mid Tower,Black,,Tempered Glass,,2
NZXT H510i,0.00,ATX Mid Tower,White,,Tempered Glass,41.3,2
Corsair 2000D RGB AIRFLOW,199.99,Mini ITX Tower,Black,,Mesh,24.8,0
be quiet! Pure Base 500,79.9,ATX Mid Tower,Black,,,46,2
Corsair Carbide Series SPEC-DELTA RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,41.6,2
Thermaltake Versa J25 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,,3
Vetroo AL700,68.98,ATX Mid Tower,White,,Tempered Glass,48.1,1
Corsair 2500D Airflow,103.67,MicroATX Mini Tower,White,,Tempered Glass,54.8,2
Fractal Design Meshify 3 XL,184.99,ATX Full Tower,Black,,Tinted Tempered Glass,72.6,2
Phanteks NV5,0.00,ATX Mid Tower,Black,,Tempered Glass,60.2,3
Antec CX600M ARGB,80.73,MicroATX Mini Tower,Black,,Tempered Glass,46.8,1
Asus TUF Gaming GT502 Horizon,194.99,ATX Mid Tower,Black,,Tempered Glass,57.2,4
DIYPC ARGB-G5,57.94,ATX Mid Tower,Black,,Tempered Glass,,1
NZXT H7 Flow (2022),129.99,ATX Mid Tower,Black,,Tempered Glass,55.8,2
Lian Li PC-O11 Dynamic Razer,0.00,ATX Full Tower,Black,,Tempered Glass,54,3
MSI MPG VELOX 100R,139.99,ATX Mid Tower,Black,,Tempered Glass,53.7,2
Thermaltake View 270 Plus TG ARGB,88.99,ATX Mid Tower,Blue,,Tempered Glass,47.6,2
Lian Li O11 Air Mini,209.95,ATX Mid Tower,White,,Tempered Glass,44.2,4
Aerocool CS-1103,0.00,ATX Mid Tower,Black,,,29.9,2
be quiet! Silent Base 802,205.31,ATX Mid Tower,Black,,Tempered Glass,83.8,3
ENDORFY Arx 700 ARGB,124.5,ATX Mid Tower,Black,,Tempered Glass,54.2,1
Fractal Design Define 7 XL Dark,254.99,ATX Full Tower,Black,,Tinted Tempered Glass,82,6
NZXT H5 Flow RGB (2023),119.99,ATX Mid Tower,White,,Tempered Glass,47,1
Corsair FRAME 4000D RS,94.99,ATX Mid Tower,White,,Tempered Glass,56.7,2
be quiet! Pure Base 501 Airflow,109.9,ATX Mid Tower,Black,,Tempered Glass,48.1,2
Phanteks Enthoo Pro Closed Panel,155.16,ATX Full Tower,Black,,,69.1,6
Aerocool Cylon,0.00,ATX Mid Tower,Black,,Acrylic,37.5,2
Antec C8 ARGB,136.99,ATX Full Tower,Black,,Tempered Glass,66.9,2
Thermaltake Core V1,59.99,Mini ITX Desktop,White,,Acrylic,22.4,2
HYTE Y70,219.99,ATX Mid Tower,Black / Red,,Tempered Glass,70.7,2
BitFenix CETO300,79,ATX Mid Tower,Black,,Tempered Glass,47.9,1
Lian Li LANCOOL 205 Mesh C,117.99,ATX Mid Tower,Pink,,Tempered Glass,41.3,2
Antec NX410,0.00,ATX Mid Tower,Black,,Tempered Glass,39.7,2
Silverstone SG13,74.61,Mini ITX Tower,Black,,,11.5,1
NZXT H7 Flow (2022),129.99,ATX Mid Tower,White / Black,,Tempered Glass,55.8,2
DARKROCK EC2,0.00,ATX Mid Tower,Black,,Tempered Glass,37.5,2
Antec CX500M RGB,0.00,MicroATX Mini Tower,Black,,Tempered Glass,40.8,2
Lian Li LANCOOL 205 Mesh C,119.99,ATX Mid Tower,Black,,Tempered Glass,41.3,2
Thermaltake TR100,137.99,Mini ITX Desktop,White,,Mesh,20.6,0
Phanteks Eclipse G360A,0.00,ATX Mid Tower,Black,,Tempered Glass,42.3,2
Xigmatek Master X,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Zalman S3,52.99,ATX Mid Tower,Black,,Tempered Glass,38.4,2
Corsair 6500X,0.00,ATX Mid Tower,Black / Brown,,Tempered Glass,78.3,2
Fractal Design Meshify 2 Compact,0.00,ATX Mid Tower,Black,,,42.3,2
SSUPD Meshroom S V2,0.00,MicroATX Mini Tower,Black,,Mesh,14.9,2
NZXT H510 Flow,0.00,ATX Mid Tower,Black,,Tempered Glass,41.3,3
Fractal Design Focus G Mini,76.51,MicroATX Mini Tower,Black,,Acrylic,36.4,2
Okinos Cypress 3,64.98,MicroATX Mini Tower,Black,,Tempered Glass,,2
Corsair 3000D RGB AIRFLOW,129.99,ATX Mid Tower,White,,Tempered Glass,49.5,2
Deepcool CH560 DIGITAL,0.00,ATX Mid Tower,Black,,Tempered Glass,49.6,2
NZXT H9 Flow RGB (2025),209.99,ATX Mid Tower,White,,Tempered Glass,76.7,2
be quiet! Shadow Base 800 FX,219.9,ATX Mid Tower,Black,,Tempered Glass,70.9,2
Phanteks NV7,215.98,ATX Full Tower,Black,,Tempered Glass,78.9,2
Lian Li LANCOOL 215,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Asus A31,74.98,ATX Mid Tower,White,,Tempered Glass,52.9,2
GAMDIAS AURA GC1 ELITE,0.00,ATX Mid Tower,Black,,Tempered Glass,34.7,2
Cooler Master QUBE 500 Flatpack,80.99,ATX Mid Tower,White,,Tempered Glass,38.9,4
Thermaltake S100,74.98,MicroATX Mini Tower,Black,,Tempered Glass,,2
Fractal Design Define 7 Mini,119.99,MicroATX Mini Tower,Black,,,33.2,2
Silverstone GD09 Type-C,119.46,HTPC,Black,,Mesh,26.5,2
be quiet! Light Base 600 LX,172.05,ATX Mid Tower,White,,Tempered Glass,59.7,1
Corsair iCUE LINK 6500X RGB,269.99,ATX Mid Tower,White,,Tempered Glass,78.3,2
Antec FLUX SE,104.99,ATX Mid Tower,Black / Brown,,Tempered Glass,58.1,2
DIYPC ARGB-R1,0.00,ATX Mid Tower,Black,,Tempered Glass,,0
Phanteks NV9,0.00,ATX Full Tower,Black,,Tempered Glass,99,3
GAMDIAS AURA GC2 ELITE,0.00,ATX Mid Tower,White,,Tempered Glass,34.7,2
Silverstone FARA H1M,85.34,MicroATX Mini Tower,Black,,Tempered Glass,30.1,2
BitFenix CETO300,79,ATX Mid Tower,White,,Tempered Glass,47.9,1
GAMDIAS TALOS E3 MESH,59.99,ATX Mid Tower,White,,Tempered Glass,34.1,2
Fractal Design Focus 2 RGB,89.99,ATX Mid Tower,White / Black,,Tempered Glass,45.8,2
Jonsbo D32 PRO MESH,74.99,MicroATX Desktop,,,Mesh,25.7,2
Cooler Master MasterBox NR400 (w/ODD),77.98,MicroATX Mid Tower,Black,,Tempered Glass,35.5,4
Deepcool MACUBE 110,0.00,MicroATX Mini Tower,White,,Tempered Glass,38.8,2
Jonsbo TK-3,124.88,ATX Mid Tower,Black,,Tempered Glass,52.3,2
Asus TUF Gaming GT502,173.73,ATX Mid Tower,White,,Tempered Glass,57.2,4
Lian Li LANCOOL III RGB,300.47,ATX Mid Tower,White,,Tempered Glass,65.5,4
Fractal Design Meshify 2 Nano,0.00,Mini ITX Tower,Black,,Tempered Glass,29.3,1
Corsair iCUE 7000X RGB,359.99,ATX Full Tower,White,,Tempered Glass,81.8,6
GameMax Defender MB,58.99,MicroATX Mini Tower,Black,,Tempered Glass,43.6,2
Asus GX601,239.99,ATX Full Tower,White / Black,,Tempered Glass,83.5,2
Phanteks Eclipse P400A,0.00,ATX Mid Tower,Black,,Tempered Glass,45.9,2
Cooler Master MasterBox MB520 ARGB,268.13,ATX Mid Tower,Black,,Tempered Glass,,2
Phanteks Enthoo Elite,0.00,ATX Full Tower,Black,,Tinted Tempered Glass,124.5,6
Fractal Design Era 2,218.14,Mini ITX Tower,Blue / Brown,,Mesh,19,0
Lian Li SUP01,79.99,ATX Mid Tower,Black,,Tempered Glass,45.7,2
darkFlash DS900,0.00,ATX Mid Tower,Black,,Tempered Glass,43,2
NZXT H7 Elite (2023),109.99,ATX Mid Tower,White,,Tempered Glass,55.8,2
Fractal Design Epoch,109.99,ATX Mid Tower,Black,,,45.1,2
darkFlash DK352,0.00,ATX Mid Tower,Black,,Tempered Glass,43.1,2
Jonsbo N1,0.00,Mini ITX Desktop,Silver,,,12.7,5
Corsair iCUE 5000D RGB AIRFLOW,219.99,ATX Mid Tower,White,,Tempered Glass,66.2,2
Antec FLUX PRO,173.99,ATX Full Tower,White / Brown,,Tempered Glass,70.8,4
SAMA NEVIEW 4503,114.99,ATX Mid Tower,Black,,Tempered Glass,54.7,0
Deepcool CC560 ARGB V2,0.00,ATX Mid Tower,,,Tempered Glass,44.9,2
Jonsbo D41 Mesh Screen,0.00,ATX Mid Tower,Black,,Tempered Glass,35.4,2
HYTE Y70 Touch,0.00,ATX Mid Tower,Black,,Tempered Glass,70.7,2
Fractal Design Meshify 2 Nano,0.00,Mini ITX Tower,White,,Tempered Glass,29.3,1
Corsair iCUE 5000T LX RGB,344.99,ATX Mid Tower,Black,,Tempered Glass,74.5,2
Thermaltake Core W200,549.99,ATX Full Tower,Black,,Acrylic,,4
Fractal Design Era 2,219.99,Mini ITX Tower,Silver / Brown,,Mesh,19,0
NZXT H7 Flow (2022),139.98,ATX Mid Tower,White,,Tempered Glass,55.8,2
Jonsbo D31 MESH Screen,0.00,MicroATX Mini Tower,Black,,Tempered Glass,31.3,1
Cooler Master MasterBox NR200P,0.00,Mini ITX Desktop,White / Black,,Tempered Glass,20.3,2
Jonsbo C6-ITX,62,Mini ITX Desktop,White,,Mesh,15.9,1
Gigabyte C102 GLASS,0.00,MicroATX Mid Tower,Black,,Tempered Glass,42.5,2
Fractal Design Torrent Compact RGB,184.99,ATX Mid Tower,Black,,Tinted Tempered Glass,46.7,1
Deepcool CC360 ARGB,0.00,MicroATX Mini Tower,White,,Tinted Tempered Glass,38.7,2
ENDORFY Arx 700 Air,114,ATX Mid Tower,Black,,Tempered Glass,54.2,1
Antec C3 ARGB,92.99,ATX Mid Tower,White,,Tempered Glass,47.9,1
HYTE Y70,219.99,ATX Mid Tower,Blue,,Tempered Glass,70.7,2
Fractal Design Meshify C,0.00,ATX Mid Tower,White / Black,,Tempered Glass,40.6,2
Fractal Design Meshify 2 Mini,289.73,MicroATX Mid Tower,Black,,Tinted Tempered Glass,33,2
APNX V1,149.99,ATX Mid Tower,Black / Brown,,Tempered Glass,70.4,2
Cooler Master TD300 Mesh,80.99,MicroATX Mini Tower,Black,,Tempered Glass,,2
Deepcool CG530,0.00,ATX Mid Tower,White,,Tinted Acrylic,50,2
Cooler Master Elite 302,64.98,MicroATX Mini Tower,Black,,Tempered Glass,34.1,1
Antec FLUX,99.99,ATX Mid Tower,White / Brown,,Tempered Glass,58.1,2
Montech SKY TWO,109.31,ATX Mid Tower,White,,Tempered Glass,45.3,2
Corsair Carbide Series 200R,0.00,ATX Mid Tower,Black,,,44.8,4
CiT Flash,0.00,MicroATX Mid Tower,Black,,Tempered Glass,,2
Zalman P10,69.96,MicroATX Mini Tower,White,,Tempered Glass,,2
Aerocool Trinity Mini V2,89.66,MicroATX Mini Tower,Black,,Tempered Glass,28.1,2
Thermaltake S100 Snow Edition,74.98,MicroATX Mini Tower,White / Black,,Tempered Glass,,2
Silverstone FARA H1M PRO,89.99,MicroATX Mini Tower,Black,,Tempered Glass,30.1,2
Apevia PRISM,79.98,MicroATX Mid Tower,Black,,Tempered Glass,35.4,2
HP OMEN 45L,349.99,ATX Mid Tower,Black,,Tempered Glass,53.2,2
Corsair Obsidian Series 750D,0.00,ATX Full Tower,Black,,Acrylic,71.3,6
Jonsbo NV10,85,Mini ITX Desktop,Silver / Brown,,Mesh,4.5,0
Phanteks NV9,272.99,ATX Full Tower,White,,Tempered Glass,99,3
Deepcool MATREXX 55 MESH ADD-RGB 4F,0.00,ATX Mid Tower,Black,,Tempered Glass,44.4,2
Jonsbo TK-3,131,ATX Mid Tower,White,,Tempered Glass,52.3,2
Thermaltake View 270 Plus TG ARGB,89.99,ATX Mid Tower,Pink / Blue,,Tempered Glass,47.6,2
Lian Li Lancool II Mesh C RGB,239.95,ATX Mid Tower,White,,Tempered Glass,54.1,3
Fractal Design Pop Air,99.99,ATX Mid Tower,Pink / Black,,Tempered Glass,46.2,2
Antec VSK4000E U3,98.69,ATX Mid Tower,Black,,,,5
KOLINK Observatory MX Glass ARGB,0.00,ATX Mid Tower,White,,Tempered Glass,30.8,2
Jonsbo D31 MESH,87.99,MicroATX Mini Tower,White,,Tempered Glass,31.3,1
Lian Li Q58 (PCIe 4.0),0.00,Mini ITX Desktop,Black,,Tempered Glass,14.5,0
Montech HS02 Pro,119.9,ATX Mid Tower,Black,,Tempered Glass,55.3,2
SAMA V40,79.99,ATX Mid Tower,Black,,Tempered Glass,47.9,3
Mars Gaming MCV4,0.00,ATX Mid Tower,Black,,Tempered Glass,50.9,2
DIYPC ARGB-Q3 V2,0.00,MicroATX Mini Tower,Black,,Tempered Glass,38.6,2
Corsair Crystal 570X RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,57.5,2
Corsair 4000D Airflow,0.00,ATX Mid Tower,White,850,Tempered Glass,48.6,2
Fractal Design Pop Air,99.99,ATX Mid Tower,Orange / Black,,Tempered Glass,46.2,2
Xigmatek Aquarius Plus,0.00,ATX Mid Tower,Black,,Tempered Glass,49.6,2
Thermaltake Core P7,0.00,ATX Full Tower,Black,,Tempered Glass,281.9,3
NZXT S340,0.00,ATX Mid Tower,Black,,Acrylic,38.4,3
Thermaltake Versa H15,0.00,MicroATX Mid Tower,Black,,,,3
Jonsbo C6 MAX,88.9,MicroATX Desktop,White,,Tempered Glass,20.8,1
Corsair 275R Airflow,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Phanteks ECLIPSE G500A DRGB,141.99,ATX Mid Tower,White,,Tempered Glass,61.8,2
NZXT H510 Elite,0.00,ATX Mid Tower,Black,,Tempered Glass,41.3,2
Thermaltake View 380 XL TG ARGB,89.99,ATX Mid Tower,White,,Tempered Glass,63.6,1
Fractal Design North XL RC,179.99,ATX Full Tower,Black,,Tinted Tempered Glass,61.4,2
darkFlash DY470,87.51,ATX Mid Tower,White,,Tempered Glass,70.1,2
Thermaltake TR100,149.99,Mini ITX Desktop,Blue / White,,Mesh,20.6,0
darkFlash DY470,0.00,ATX Mid Tower,Black,,Tempered Glass,70.1,2
Gigabyte C301 GLASS,99.99,ATX Mid Tower,Black,,Tempered Glass,50.6,2
Cooler Master Cosmos C700M,557.99,ATX Full Tower,Silver / Black,,Tempered Glass,,4
Thermaltake View 380 ARGB,99.99,ATX Mid Tower,Green,,Tinted Tempered Glass,51.6,1
Corsair 6500X,199.99,ATX Mid Tower,White / Brown,,Tempered Glass,78.3,2
Deepcool CH360 DIGITAL,0.00,MicroATX Mid Tower,Black,,Tempered Glass,39.7,2
In Win CE685.FH300TB3,115.4,MicroATX Slim,Black,300,,11.8,1
be quiet! Pure Base 500DX,181.99,ATX Mid Tower,White,,Tempered Glass,48.3,2
Montech Heritage,89.9,MicroATX Mid Tower,Black,,Tempered Glass,41.5,1
Fractal Design Pop Air,99.99,ATX Mid Tower,Cyan / Black,,Tempered Glass,46.2,2
Fractal Design Torrent Nano RGB,155.22,Mini ITX Tower,White,,Tempered Glass,34.6,1
Cooler Master MasterCase H500,246.75,ATX Mid Tower,Black,,Tinted Tempered Glass,,2
be quiet! Dark Base 701,229.9,ATX Mid Tower,Black,,Tempered Glass,73.6,2
ADATA XPG VALOR AIR,0.00,ATX Mid Tower,Black,,Tempered Glass,35.8,3
Phanteks Enthoo Pro 2 Server Edition,221.98,ATX Full Tower,Black,,,78,4
Corsair 7000D AIRFLOW,289.99,ATX Full Tower,White / Black,,Tempered Glass,81.8,6
Lian Li Vector V100,0.00,ATX Mid Tower,White,,Tempered Glass,53.2,1
DIYPC ARGB-Q3 V2,0.00,MicroATX Mini Tower,White,,Tempered Glass,38.6,2
HYTE Y40,129.99,ATX Mid Tower,Red / Black,,Tempered Glass,49.7,1
MSI MEG PROSPECT 700R,379.99,ATX Mid Tower,Black,,Tempered Glass,80.7,2
Thermaltake The Tower 300 Matcha,105.99,MicroATX Mini Tower,Green,,Tempered Glass,53,3
DIYPC Rainbow-Flash-F4,0.00,ATX Mid Tower,Black,,Tempered Glass,33.2,2
teenage engineering Computer-1,0.00,Mini ITX Desktop,Orange / Silver,,,10.4,0
MUSETEX G07-S6,0.00,ATX Mid Tower,Black,,Tempered Glass,40.9,1
NZXT H500,0.00,ATX Mid Tower,Black,,Tempered Glass,41.3,3
Zalman S2,58.98,ATX Mid Tower,Black,,Tempered Glass,38.4,2
Fractal Design Torrent,204.99,ATX Mid Tower,White,,Tempered Glass,69.8,2
Antec CX500M RGB,0.00,MicroATX Mini Tower,White,,Tempered Glass,40.8,2
Phanteks NV7,201.38,ATX Full Tower,White,,Tempered Glass,78.9,2
